title,date,link,content
"
Tanzania yakopeshwa trilioni 1.8 na Benki ya Dunia
","Alhamisi , 22nd Dec , 2022",https://www.eatv.tv/news/current-affairs/tanzania-yakopeshwa-trilioni-18-na-benki-ya-dunia,"  Benki ya Dunia imeiidhinishia Tanzania, mkopo wenye masharti nafuu pamoja na msaada vyote vikiwa na thamani ya dola za Marekani milioni 775, sawa na takribani shilingi za Tanzania trilioni 1.8 kwa ajili ya kusaidia utekelezaji wa bajeti, kuboresha uchumi na huduma za afya.  Waziri wa fedha na Mipango, Dkt. Mwigulu Nchemba Mchanganuo wa fedha hizo unaonesha kuwa Shirika la Kimataifa la Maendeleo (IDA) litatoa mkopo wa dola za Marekani milioni 500 (sawa na shilingi trilioni 1.1) kwa ajili ya kufufua uchumi ulioathiriwa na UVIKO-19 na vita vinavyoendelea baina ya Ukraine na Urusi, vilivyosababisha kusinyaa kwa shughuli za kiuchumi na kupanda kwa bei ya bidhaa zinazoagizwa kutoka nje yakiwemo mafuta na bidhaa nyingine. Dola milioni 250 (sh. bilioni 581) zitatumika kwa ajili ya program ya afya ya mama na mtoto kwa njia ya kupima matokeo (PfoR) inayotekelezwa Tanzania Bara na dola za Marekani milioni 25 (sh. bilioni 58.1) zilizotolewa kama msaada na Mfuko wa Dunia wa kusaidia wanawake, vijana na watoto zitatumika kwa ajili ya mradi wa uwekezaji kiuchumi (IPF) kwa upande wa Zanzibar. ""Tumekubaliana na Benki ya Dunia kwamba fedha hizo ambazo zitaanza kuingia nchini kuanzia kesho (Ijumaa) zitaelekezwa katika kuiwezesha sekta binafsi kushiriki katika kukuza uchumi, kuziwezesha sekta za fedha kuwa na uwezo wa kukopesha sekta hiyo, kuimarisha uwazi na uwajibikaji Serikalini, kuboresha kilimo pamoja na kutatua changamoto za afya ya mama na mtoto"" amesema Waziri Nchemba Benki ya Dunia imetoa fedha za msaada wa kibajeti baada ya kipindi cha miaka 8 ambapo mara ya mwisho Tanzania ilinufaika na mpango huo mwaka 2014, baada ya kuridhishwa na utekelezaji na usimamizi mzuri wa sera za kiuchumi na kifedha, uwazi na uwajibikaji, katika kipindi cha Serikali ya Awamu ya Sita, inayoongozwa na Mhe. Dkt. Samia Suluhu Hassan, Rais wa Jamhuri ya Muungano wa Tazania. Katika Taarifa yake Benki ya Dunia, imeipongeza Tanzania kwa usimamizi makini wa uchumi wake licha ya kuwepo kwa athari hizo za UVIKO 19 na Vita ya Ukraine na Urusi, ambapo uchumi wake umeimarika na kupigiwa mfano na Taasisi hizo kubwa za Fedha Duniani, ikiwemo Benki ya Dunia na Shirika la Fedha la Kimataifa (IMF). Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Tanzania yapongezwa kwa uhifadhi wa wakimbizi
","Jumamosi , 17th Dec , 2022",https://www.eatv.tv/news/current-affairs/tanzania-yapongezwa-kwa-uhifadhi-wa-wakimbizi,"  Shirika la Umoja wa Mataifa la Kuhudumia Wakimbizi (UNHCR) limeipongeza Tanzania kwa kuhifadhi wakimbizi wanaokimbia nchi zao kutokana na machafuko ya kisiasa na vita vinavyojitokeza katika mataifa yao  Pongezi hizo zimetolewa Jijini Dar es Salaam na Mwakilishi Mkazi wa Shirika hilo Bi. Mahoua Parums, alipokutana na kufanya mazungumzo na Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba 
	Bi. Mahoua amemweleza Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Nchemba kuwa Tanzania ni mfano wa kuigwa na mataifa mengine kutokana na sera zake nuri za kuwapokea na kuwahifadhi wakimbizi katika ardhi yake 
	Alisema hadi sasa Tanzania imewapokea wakimbizi zaidi ya 162,000 kutoka mataifa mbalimbali wakiwemo wanaotoka katika nchi za Burundi na Somalia ambao wameanza kurejeshwa makao baada ya hali za kisiasa kutengemaa katika mataifa yao 
	Aidha, Bi. Mahoua Parums alisifu hali ya utulivu wa kisiasa Pamoja na hali ya amani na upendo wa Tanzania, hali inayovutia idadi kubwa ya wawekezaji kuja kuwekeza nchini. 
	Kwa upande wake, Waziri wa Fedha na Mipango, Dkt. Mwigulu Lameck Nchemba alimweleza Kiongozi huyo wa Shirika la Kuhudumia wakimbizi la Umoja wa Mataifa, Bi. Mahoua Parums kuwa Tanzania itaendelea kuweka mazingira mazuri ya uwekezaji pamoja na kuendeleza utulivu wa kisiasa ili kuvutia wawekezaji kutoka nje ya nchi.
	Alisema kuwa Tanzania inaendelea kusimamia vizuri uchumi wake licha ya changamoto mbalimbali ikiwemo athari zinazotokana na vita inayoendelea baina ya Urusi na Ukraine. 
	Alisema kuwa uchumi wa nchi umeendelea kukua kwa wastani wa asilimia 4.7 na baada ya miaka mitatu ijayo, uchumi unatarajiwa kuimarika na kukua kwa wastani wa asilimia 6 hadi 7 
	Alimweleza Kiongozi huyo kuwa jitihada kubwa zinazowekwa na Serikali za kuimarisha sekta zinazochochea ukuaji wa haraka wa uchumi zikiwemo kilimo, mifugo na uvuvi, zitachochea ukuaji wa ajira kwa makundi ya vijana na hatimaye kuchangia ukuaji wa pato na uchumi wa taifa 
	Wawili hao, wamejadili kwa kina kuhusu hali ya wakimbizi waliopo nchini na namna ya kuhakikisha kuwa wananchi wanaoishi na wakimbizi wanavyoweza kusaidiwa kwa njia ya kuwapelekea miradi mbalimbali ya kijamii kama shukrani kwa ajili ya kuwapokea na kuwahifadhi wakimbizi katika maeneo yao. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Marekani wakiisaidia Ukraine tutajibu - Urusi
","Ijumaa , 16th Dec , 2022",https://www.eatv.tv/news/current-affairs/marekani-wakiisaidia-ukraine-tutajibu-urusi,"  Wizara ya mambo ya nje ya Urusi imeionya Marekani kuhusu mpango wake wa kuisaidia Ukraine  silaha za kisasa za kulinda anga lake  Msemaji wa wizara ya mambo ya nje ya Urusi Maria Zakharova Urusi imesema kuwa kitendo cha Marekani kuisaidia Ukraine ni kama uchokozi na hawatasita kujibu  
	Msemaji wa wizara ya mambo ya nje ya Urusi Maria Zakharova, amesema hatua ya Marekani kupeleka makombora ya kujilinda na kunasa makombora ya Urusi ni kama marekani inatangaza kuingia moja kwa moja katika mgogoro  
	Tayari Marekani imetoa mafunzo kwa karibu wanajeshi 3,100 wa Ukraine, namna ya kutumia silaha hizo
	Wakati hayo yakijiri tayari Marekani imewekea Russia vikwazo vipya vya kiuchumi na safari hii vimemlenga  mfanyabiashara tajiri nchini humo Vladimir Potanin na familia yake 
	Hatua hiyo inalenga kuishinkiza Moscow kuachana na vita vyake nchini Ukraine. 
	Potanin, aliwahi kuwa naibu wa waziri mkuu wa Russia, na Marekani imesema kwamba ana uhusiano wa moja kwa moja na rais wa Russia Vladimir Putin. 
	Wizara ya fedha ya Marekani pia imewekea vikwazo benki ya biashara ya Russia ya Rosbank ambayo Potanin alipata haki za umiliki wake mapema mwaka huu pamoja matawi 17 ya benki ya VTB ambayo ndio benki kubwa zaidi nchini Russia Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Rais Zelensky atembelea mji wa Kherson
","Jumatatu , 14th Nov , 2022",https://www.eatv.tv/news/current-affairs/rais-zelensky-atembelea-mji-wa-kherson,"  Siku moja baada ya vikosi vya Ukraine kuingia katika mji wa Kherson uliokuwa umechukuliwa na vikosi vya Urusi, Rais wa Ukraine Volodymyr Zelensky ametembelea mji huo na kusisitiza kuwa vikosi vyake vinasonga mbele kukomboa miji iliyokuwa chini ya Urusi  Aidha Rais huyo amesema kuwa Ukraine ipo tayari kwa amani lakini iwe amani ya nchi yake yote 
	Jumamosi, umati wa watu ulisherehekea ukombozi wa mji wa Kherson baada ya vikosi vya Ukraine kuingia katika mji mkuu wa mkoa na wanajeshi wa Urusi kurudi mashariki. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Meli za nafaka Ukraine zaruhusiwa kuja Afrika 
","Alhamisi , 3rd Nov , 2022",https://www.eatv.tv/news/current-affairs/meli-za-nafaka-ukraine-zaruhusiwa-kuja-afrika,"  Rais wa Uturuki amesema kwamba mpango wa kuruhusu usafirishaji wa nafaka kutoka Ukraine utazingatia nchi za Afrika zinazohangaika na usambazaji.  Rais wa Uturuki  Recep Tayyip Erdogan amesema yeye na rais wa Ukraine Volodymyr Zelenskiy wamejadiliana kupeleka nafaka katika nchi za Afrika.  Rais huyo amesema kwamba hali nchini Djibouti, Somalia na Sudan si nzuri hata kidogo. Ikiwa kuna tatizo katika nchi nyingine zozote zisizoendelea,usafirishaji utazingatia  nchi hizi    Makubaliano hayo ya nafaka yalisimamiwa na Umoja wa Mataifa na Uturuki mwezi Julai, na kumaliza kizuizi cha miezi mitano cha Urusi katika  bandari za Ukraine ambazo zilinasa mamilioni ya tani za nafaka na mafuta ya alizeti na kusababisha bei ya chakula kupanda. Mkataba huo unamalizika Novemba 19 na wale waliohusika bado wanatakiwa kukubaliana kuongeza muda huo. Urusi ilikuwa imesitisha uungaji mkono wa mauzo ya nafaka lakini ilikubali wiki hii kuanzisha tena ushiriki wake katika makubaliano hayo. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Bei za mahindi,maharage yazidi kupaa juu
","Jumatano , 2nd Nov , 2022",https://www.eatv.tv/news/business/bei-za-mahindimaharage-yazidi-kupaa-juu,"  Wasafirishaji na wafanyabiashara wa nafaka yakiwemo mahindi,mchele namaharage wamesema bei ya nafaka hizo inazidi kupaa juu Licha ya Mamlaka ya usimamizi wa Nishati na maji EWURA kutangaza kushuka Kwa bei kwenye mafuta Kwa mfululizo yani mwenzi wa October na bei mpya ya November.  Utakumbuka siku kadhaa zilizopita nilikuwa hapa katikasoko la nafaka la Tandale Dar es Salaam wafanyabiashara wakibainisha kuwa kupanda Kwa bei kunatokana na vita vya Urusi na Ukraine vilivyosababisha Nishati ya mafuta kupanda na kusababisha nafaka pia kutoshikika. 	Mwanahabari wetu ametembelea soko la nafaka Tandale kutazama je Kuna ahueni katika bei za vyakula Mara baada ya Nishati hiyo kuzidi kushuka majibu ya wafanyabiashara sokoni hapo yanaonesha kukata tamaa vyakula zinazidi kupaa juu maharage ya njano yakikosekana sokoni kabisa na mekundu yaliyopo huuzwa Hadi 2500 Kwa kilo mchele ukifika Hadi 3000 huku wafanyabiashara wakisema ukame ndo sasa Tatizo kubwa huko Kwa wakulima.. 	Baadhi ya wasafilishaji wanasema kushuka Kwa Nishati ya mafuta hakusaidii chochote Kwa sasa Kwa kuwa nafaka zinapanda bei zenyewe kutokana na kuadimika kwake kule mashambani 	Huenda sasa kama Taifa tuamue kumgeukia Muumba Ili atupe subira kujua ni njia ipi sahihi ya kuiendea kutokana sasa na kipato kuzidiwa na mahitaji muhimu... Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Putin ampongeza Xi kwa ushindi
","Jumapili , 23rd Oct , 2022",https://www.eatv.tv/news/current-affairs/putin-ampongeza-xi-kwa-ushindi," 
  Ikulu ya Kremlin imesema kwamba , Rais wa Urusi Vladimir Putin ametuma ujumbe wa pongezi kwa Rais wa China  Xi kwa muhula wake wa tatu.  Xi Jinping amechaguliwa tena kuwa katibu wa chama kwa muhula wa tatu mfululizo katika historia ya nchi hiyo. Putin alimwambia Xi kuwa anatarajia kuendeleza zaidi ""uhusiano wa kina"" kati ya nchi hizo mbili. Washirika hao walikutana mara ya mwisho katika mkutano wa kilele wa Shirika la Ushirikiano wa Shanghai nchini Kazakhstan ambapo walifanya mkutano wa moja kwa moja kuthibitisha uhusiano wao. Mwezi Februari nchi hizo mbili zilitangaza urafiki usio na ""mipaka"" na ""hakuna maeneo yaliyokatazwa ya ushirikiano""  muda mfupi kabla ya Urusi kuivamia Ukraine. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Benki ya dunia yaipongeza Tanzania ukuaji uchumi
","Jumanne , 18th Oct , 2022",https://www.eatv.tv/news/current-affairs/benki-ya-dunia-yaipongeza-tanzania-ukuaji-uchumi,"  Makamu Rais wa Benki ya Dunia anayesimamia Kanda ya Mashariki na Kusini mwa Afrika, Bi. Victoria Kwakwa, ameipongeza serikali ya Tanzania chini ya Rais Samia Suluhu Hassan kwa kuleta miujiza na mageuzi makubwa kwenye uchumi.  Bi. Kwaka ametoa pongezi hizo Jijini Washington D.C nchini Marekani alipokutana kwa ajili ya kuagana na ujumbe wa Tanzania, ulioshiriki mikutano ya mwaka ya Benki ya Dunia na Shirika la Fedha la Kimataifa (IMF), ukiongozwa na Waziri wa Fedha na Mipango, Dkt. Mwigulu Lameck Nchemba 
	Amesema kuwa uchumi wa Tanzania umekuwa tulivu na umekua kwa kasi wakati nchi mbalimbali duniani zikihaha kujikwamua kiuchumi kutokana na sababu mbalimbali zikiwemo msukosuko wa uchumi unaotokana na vita ya Urusi na Ukraine Pamoja na madhara ya UVIKO-19 
	Aliipongeza pia Tanzania kwa kuwa na sera nzuri za fedha na uchumi zinazoleta utulivu kwenye uchumi na kufanikiwa kudhibiti mfumuko wa bei akieleza kuwa wakati nchi mbalimbali zikihangaika na janga la mfumuko wa bei wa tarakimu mbili, akitolea mfano wa nchi ya Ghana ambayo mfumuko wa bei umefikia asilimia 30, wakati Tanzania imeweza kuwa na mfumuko wa bei wa tarakimu moja tu ambayo ni asilimia 4.8. 
	Makamu huyo wa Rais wa Benki ya Dunia alisema kuwa mfumuko wa bei ni kama kodi mbaya inayowaumiza zaidi wananchi masikini na kwamba Benki yake itaitua Tanzania kama kielelezo na mfano wa kuigwa nan chi nyingine duniani. 
	“Kwenye nchi nyingi tueshuhudia akiba dhaifu ya fedha za kigeni, lakini ni tofauti kwa Tanzania ambapo mna akiba ya fedha za kigeni inayotosha kuagiza bidhaa na huduma kutoka nje za kipindi cha takribani miezi mitano, hali kadhalika tumeshuhudia nakisi ya bajeti kwenye nchi nyingine lakini Tanzania nakisi yenu ni asilimia 3.5 pekee ya pato la Taifa. Jambo hili ni la kupongezwa” Alisema Bi. Kwakwa 
	Kwa upande wake, Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba, aliishukuru Benki ya Dunia kwa pongezi hizo kwa usimamizi mzuri wa sera za uchumi na fedha na kuahidi kumfikishia pongezi hizo Mheshimiwa samia Suluhu Hassan, Rais wa Jamhuri ya Muungano wa Tanzania. 
	Aidha, Dkt. Nchemba alirejea kutoa shukrani zake kwa Benki hiyo kwa msaada mkubwa wa ushauri wa kitaalam na rasilimali fedha, vinavyochangia kwa kiasi kikubwa maendeleo ya nchi na hivyo kupunguza umasikini wa watu wake.
	Mkutano huo ulihudhuriwa pia na Waziri wa Nchi, Ofisi ya Rais, Fedha na Mipango-Zanzibar, Mhe. Dkt. Saada Salum Mkuya pamoja na maafisa wengine waandamizi kutoka Tanzania na Benki ya Dunia. 
	  Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Opec+wapunguza uzalishaji wa mafuta duniani
","Jumanne , 18th Oct , 2022",https://www.eatv.tv/news/business/opecwapunguza-uzalishaji-wa-mafuta-duniani,"  Nchi zinazosafirisha mafuta kwa wingi duniani OPEC+ zimekubaliana kwa pamoja kuidhinisha hatua ya kupunguza kiwango cha uzalishaji mafuta, licha ya Marekani kuikemea hatua hiyo na kusema imechochewa kisiasa.  Hatua hiyo ya nchi wanachama wa OPEC+ imeidhinishwa rasmi jana licha ya onyo la Marekani. Washington imekuwa ikiishutumu Saudi Arabia kula njama na Urusi na kuyashinikiza mataifa mengine kuunga mkono hatua hiyo ambayo inasema itaongeza mapato ya kigeni ya Urusi na kupunguza makali ya vikwazo vya mataifa wa Magharibi dhidi ya Urusi. Saudia hata hivyo imekanusha leo kuiunga mkono Urusi katika uvamizi wake nchini Ukraine, huku Waziri wa nishati wa jimbo la Ghuba Suhail al-Mazrouei akisema kuwa uamuzi wa OPEC+ ambao uliidhinishwa kwa kauli moja, ulikuwa wa kiufundi na usiyo na malengo yoyote ya kisiasa. Mfalme wa Saudia Salman bin Abdulaziz amesema Ufalme huo unawajibika kwa bidii ili kusaidia utulivu na usawa katika masoko ya mafuta, ikiwa ni pamoja na kuanzisha na kudumisha makubaliano ya muungano wa nchi zinazosafirisha mafuta kwa wingi duniani OPEC+. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
""Uchumi wa Tanzania ni imara"" - Benki ya Dunia 
","Ijumaa , 14th Oct , 2022",https://www.eatv.tv/news/current-affairs/uchumi-wa-tanzania-ni-imara-benki-ya-dunia,"  Benki ya Dunia imeimwagia sifa Tanzania kwa usimamizi mzuri wa uchumi na utekelezaji wa miradi mbalimbali ya maendeleo inayopata fedha kutoka kwenye taasisi hiyo ikilinganishwa na nchi nyingine nyingi za Afrika.  Waziri wa Fedha na Mipango, Dkt Mwigulu Nchemba, akia na ujumbe kutoka Tanzania Pongezi hizo zimetolewa na Mkurugenzi Mtendaji wa Benki ya Dunia anayesimamia Kundi la Kwanza la nchi za Kanda ya Afrika Dkt. Taufila Nyamadzabo, alipokutana na kufanya mazungumzo na ujumbe wa Tanzania, unaoongozwa na Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba. Dkt. Nyamadzabo amesema kuwa Tanzania ni nchi ya mfano katika usimamizi wa uchumi ambapo licha ya majanga ikiwemo changamoto za UVIKO-19 na vita inayoendelea baina ya Urusi na Ukraine, tathimini inaonesha kuwa uchumi wa Tanzania uko imara na nchi inakopesheka. Aliahidi kuwa Benki yake itaendelea kuisaidia Tanzania katika jitihada zake za kukuza uchumi na kuwaondolea umaskini wananchi wake kwa kusaidia rasilimali fedha zitakazotumika kutekeleza miradi mbalimbali ya kiuchumi na kijamii. Kwa upande wake, Waziri wa Fedha na Mipango, Mhe. Dkt. Mwigulu Lameck Nchemba, alimweleza Mkurugenzi huyo Mtendaji wa Benki ya Dunia anayesimamia Kundi la Kwanza la Nchi za Afrika, Dkt. Taufila Nyamadzabo kwamba uchumi wa Tanzania unazidi kuimarika na kwamba Serikali itaendelea kuchukua hatua muhimu kuhakikisha uchumi unazidi kuimarika na kuleta ahueni kwa wananchi. Alifafanua kuwa katika robo ya kwanza ya mwaka 2022/2023 uchumi umekua kwa asilimia 5.4 ikilinganishwa na ukuaji wa asilimia 5.0 katika kipindi kama hicho mwaka wa fedha uliotangulia 2021/2022 na kwamba kutokana na mipango kabambe iliyowekwa na serikali uchumi utakua zaidi hadi kufikia wastani wa asiliia 6.3. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Mataifa ya afrika yagawanyika kuhusu Urusi
","Alhamisi , 13th Oct , 2022",https://www.eatv.tv/news/current-affairs/mataifa-ya-afrika-yagawanyika-kuhusu-urusi," 
Nchi ishirini na sita za Afrika zimepiga kura kuunga mkono azimio la Umoja wa Mataifa la kukataa kura ya maoni yenye utata ya Moscow katika maeneo manne ya Ukraine ambayo ilitangaza kuwa sehemu ya Urusi.   Nchi kumi na tisa hazikushiriki  ikiwa ni pamoja na Eritrea ambayo hapo awali ilipiga kura kukataa azimio la Umoja wa Mataifa la kulaani uvamizi wa Urusi nchini Ukraine. Washirika wanaotambulika wa Urusi, ikiwa ni pamoja na Mali, Jamhuri ya Afrika ya Kati, Ethiopia, Jamhuri ya Congo, Afrika Kusini, Sudan, Uganda na Zimbabwe pia ni miongoni mwa nchi nyingine za Afrika ambazo  hazikupiga kura. Nchi tatu kati ya hizo zilimkaribisha mwanadiplomasia mkuu wa Urusi Sergei Lavrov alipozuru bara hili  mwezi Julai.  Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Urusi yawashikilia waliolipua daraja
","Jumatano , 12th Oct , 2022",https://www.eatv.tv/news/current-affairs/urusi-yawashikilia-waliolipua-daraja,"  Idara ya Usalama ya kitaifa nchini Urusi, FSB imesema imewaweka kizuizini raia watano wa Urusi, watatu wa Ukraine na mmoja wa Armenia kwa kuhusika na mlipuko ulioharibu daraja linaloiunganisha na Rasi ya Crimea Jumamosi iliyopita.  FSB imesema mlipuko huo ulipangwa na idara ya ujasusi ya jeshi la Ukraine pamoja na mkurugenzi wake Kyrylo Budanov na kifaa kilichotumika kulipulia kilitoka Ukraine hadi Urusi kupitia Bulgaria, Georgia na Armenia. FSB iliyochukua mikoba ya lililokuwa shirika la ujasusi la enzi ya Kisovieti, KGB, pia imesema kwamba ilizuia mashambulizi ya Ukraine katika miji ya Moscow na Bryansk. Hadi sasa Ukraine haijakiri rasmi kuhusika na shambulizi hilo, ingawa baadhi ya maafisa wa Ukraine walionekana kufurahia mlipuko huo. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
"
Mji wa Berlin wasitisha kupokea wakimbizi.
","Jumanne , 11th Oct , 2022",https://www.eatv.tv/news/business/mji-wa-berlin-wasitisha-kupokea-wakimbizi,"  Mji mkuu wa Ujerumani, Berlin umetangaza kuwa uwezo wake wa kuwapokea wakimbizi umefika kwenye ukomo. Seneta wa mji huo anayehusika na kuwaingiza wageni katika mfumo wa maisha, Katja  Kipping amesema kuwa hivi karibuni nafasi 6,000 za kuwapokea watu ziliundwa katika vituo vya kijumuiya, na kufikisha idadi jumla ya nafasi 27,700. Licha ya ongezeko hilo, hivi sasa zinasalia nafasi 200 za kuwapokea watu. Kipping amesema idadi ya waomba hifadhi imeongezeka mjini humo mwaka huu, ikifika watu 12,237 katika miezi tisa ya kwanza ya mwaka 2022, akiongeza kuwa wengi wao, ingawa sio wote, wataamua kubaki mjini Berlin. Ukubwa wa tatizo umekithiri kutokana na maelfu ya wakimbizi kutoka Ukraine, ingawa mtiririko wao umepungua kwa kasi ikilinganishwa na siku za mwanzo za uvamizi wa Urusi. Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Eneo la ajali Bangi Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, 
 Eneo la ajali Rais wa Jamhuri ya Muungano wa Tanzania Samia Suluhu Hassan, Bangi Katibu Mtendaji wa Baraza la Mitihani Tanzania (NECTA), Dkt. Said Mohamed Nyama ©  East Africa Television Limited. All Rights Reserved"
