x,y,z
219.0672085754003,340.91485999021,a
272.05161681060673,358.39841595302073,a
246.34893056880543,372.05484985021883,a
202.16378253822364,315.3156784669388,a
228.88139760053485,358.5757418492648,a
271.11390233270413,324.7123909288067,a
285.62557246318977,321.14042274186664,a
244.9357099004772,311.95249379278863,a
266.1504390320227,303.1193434285682,a
200.18429937821054,324.1828762295862,a
251.8213665827124,316.4399083208274,a
236.5726879374269,355.0883445577539,a
227.19772511337686,292.6701231705159,a
186.85850882912789,339.2408791025136,a
194.595332021493,385.2157718224189,a
215.81116009078738,355.12381945098036,a
237.10800205346666,343.24591985680456,a
293.6495022924734,332.54041291035134,a
253.5225423450486,384.2717576911634,a
275.69773611431475,369.62669533012786,a
220.31474438661155,404.29741570489216,a
284.7140334720864,449.93060297135685,a
298.3371253511905,370.9396284105869,a
294.4782867605173,410.66572832067584,a
317.9925087469432,350.30052623899996,a
362.138940741466,385.3011601360785,a
319.25893683811654,385.3132488762881,a
318.9700469374963,349.7151891248204,a
324.3804520221247,359.9921746963158,a
317.09899532753286,404.4917468407392,a
321.763920198641,328.72913637008855,a
344.4672462760928,394.81791628665275,a
355.8435719954216,363.9326914408491,a
374.1631300059646,371.83000420143594,a
351.58084466344,389.3741361398844,a
304.65312256578375,329.1098974782215,a
373.38816284405226,322.8011569945498,a
300.02143461550025,415.0466322595048,a
332.74177399644276,342.40500487708954,a
311.9621525411576,327.24302291725473,a
326.171722533421,297.7199694357074,a
284.37519330144477,330.6664649311365,a
265.78222100672707,313.8067910692142,a
318.96575900922255,294.14254579759677,a
293.402413366934,307.6816933403787,a
337.08063344377007,276.02465941943626,a
285.9748392880468,296.0615236656787,a
258.0755624084122,324.4303170558155,a
305.0776468983077,285.8454742202693,a
251.70847083362193,324.1511502913138,a
292.9441998229427,305.4118932511277,a
244.96413830053976,330.4036888130606,a
224.65032881180838,226.04434174901962,a
202.76413238242176,247.53199052160235,a
232.08491285468574,275.1745300716176,a
212.10604214261312,242.1339892738884,a
250.9638659023596,244.37380280884122,a
256.94532801054515,282.01557685985074,a
213.28494028053876,274.61089646930867,a
179.79232749167366,272.863176444885,a
182.75917860677558,266.5391751155229,a
134.753321112996,245.92422590756223,a
182.93562816193145,277.2477286026224,a
135.726901640299,271.6998549731235,a
164.2999095484763,295.9835277732101,a
169.808117891329,254.27629792881842,a
151.52991735294523,230.9304080183071,a
226.6627610881529,253.23266345699776,a
139.73616166309995,256.16583273719425,a
158.64305969986216,252.68389217586227,a
180.90445529029367,300.166810344984,a
131.0224576015502,312.2864520859755,a
154.30557418859854,296.9093477672204,a
126.48096075062628,302.26964668414877,a
154.48253684138746,265.49301848631757,a
132.80798337769716,331.20325396646496,a
114.52266542911175,310.3170142899071,a
169.53964644702359,310.7128206675187,a
152.89560362275589,336.5040879180984,a
134.19947250692383,343.841778306724,a
151.5550139990263,344.9613258322238,a
159.07064237890634,321.43440948995703,a
176.58359137314278,405.7782484750444,a
193.6011256791951,391.0706164250155,a
241.9361719166297,387.8803476217842,a
161.36913906991154,413.0476012523421,a
296.2426887819015,407.2907593860656,a
255.5226839649509,358.4346042711741,a
291.37401003060984,395.49631491175467,a
268.08533122822,383.42338932863805,a
267.8156528477074,426.45987076271007,a
239.26291774521007,400.90951937436284,a
289.6173440798405,383.263068518188,a
289.2597674924725,420.5876426269373,a
254.223697599033,418.78944482329484,a
318.3408388570324,355.57282510371425,a
236.99089872068137,427.4767349813149,a
311.1507878064404,430.30793718161675,a
287.00828709784855,382.2747629249976,a
334.20589825596284,337.42027820538317,a
330.015887856208,359.8225687684073,a
298.38171003667287,349.5900370574835,a
291.07614569010605,363.03927107416683,a
309.6063314550682,306.678877319323,a
349.7976682348201,299.1941008141995,a
288.2810121381549,325.68919487629216,a
255.39987104679815,301.7256359924884,a
262.99427051586656,320.817234831842,a
283.4764511605106,263.2514818210709,a
293.8877525951756,326.61681714353114,a
316.16887043327426,269.8282267042892,a
266.88647080563857,314.5594548525519,a
344.43815571018456,323.8429788961928,a
316.9695419812188,287.197563868712,a
239.16804028144554,252.60586044336597,a
260.54572973217364,314.32350810820674,a
312.26724537910366,254.35485266138556,a
267.9116619953482,307.4311658394452,a
270.46493515911646,283.42070703964873,a
263.43371363237156,268.69058112655665,a
283.88331642132107,286.87461536974735,a
280.5006562740159,308.37183204409064,a
294.5540230667462,264.57158233264096,a
249.39802914156797,307.8387258621207,a
263.17966670503307,275.21670795112857,a
241.13122209594695,290.99842728242527,a
244.12079334628626,301.1998499312963,a
273.1210319963366,236.5863411701576,a
282.2152820469422,269.6161969682903,a
240.15655437394813,228.4877087093614,a
234.47504859279326,292.7943570882461,a
258.7293880381149,292.13418989292705,a
285.5680243096239,284.20067493500983,a
300.8811650820126,287.7161075225886,a
228.02045707791382,291.9977079690368,a
197.24597002090073,267.09956505076184,a
208.93213930148815,277.4593733472454,a
231.3184828999781,283.0899409028324,a
188.69090034192362,280.6100955792106,a
249.31222369737077,274.1677754343932,a
239.4635941299566,281.2725915820762,a
259.0913854670459,333.1765271687019,a
219.28873915924777,301.8916739053466,a
251.272422956902,322.0123075242089,a
220.50919852972996,303.349104131591,a
258.54888812626984,284.5444082467686,a
217.49835714915463,288.3439675896981,a
240.27919062703143,309.9178546583124,a
217.39876664957643,311.00013459026786,a
211.6513016298006,270.14794575851136,a
172.6754260565306,299.63652134317704,a
197.46107795262066,270.6825143738784,a
200.28237201934667,318.2594345603245,a
175.62480211646522,303.59712260086883,a
156.5872995685881,336.1621623662194,a
237.95011318217914,198.24057830792594,b
206.15373443726588,261.71698326986893,b
206.90437883905648,241.68861916833959,b
249.61698425418388,255.77858933856152,b
233.4510743553766,240.8193652288886,b
237.8770249328335,235.95706174405962,b
167.99011975388612,190.04617988595163,b
183.56536228078085,268.4696229415547,b
159.75141307829023,231.7457651855354,b
134.2030268755025,213.40752778989702,b
198.6223463822542,236.97309768613843,b
93.56741240620056,223.5783619561385,b
143.17285883197874,246.63937365975224,b
83.08447037801642,217.75196057020838,b
145.96259150536997,139.97329673677712,b
142.38074314226654,216.90104673706855,b
133.21361391761909,229.93107875430087,b
127.18182038337918,248.83262549561658,b
108.94037761076505,198.60931571740826,b
91.59052065718387,187.7230506705701,b
134.26601929633733,203.1479039052682,b
188.07277155418996,149.64803821208227,b
123.98816682633826,139.6305717236471,b
139.89577267137742,165.96145349081257,b
160.2123208725257,193.46700225667195,b
102.77837747207431,171.92677790666198,b
149.23135749472138,183.712113908327,b
141.9803623934728,165.51923206296163,b
141.56052686582956,183.92976094408118,b
150.2235093696614,106.72844427041923,b
150.09382355458936,158.43201430091324,b
147.38410588384005,161.26781819992527,b
200.6820061133123,114.30809712674818,b
149.21002422612395,111.30924440767353,b
189.04904006180178,125.01575292916164,b
175.38373522671935,83.63775408701633,b
192.67885831535523,131.88444840650783,b
158.37341617084186,78.0193255135647,b
212.9015732356148,140.84768201972776,b
156.24846370487555,49.3788802247044,b
163.57678797406498,73.84868981577529,b
232.1955773487156,84.60075312350273,b
178.01927461124083,90.61398391115057,b
213.47030691371506,96.2351820747088,b
212.70224142926688,101.33736873213826,b
224.13851672456192,122.42122774394096,b
270.06924836343455,84.35380762191755,b
248.86813118189545,132.0854411196451,b
250.33862231990287,39.48035530747762,b
283.7018356203092,126.8842940031762,b
312.23878459757026,88.94046074176532,b
285.53148172776866,92.26133047939072,b
282.0958956699102,99.37136268850298,b
314.56103500997773,74.31757454763044,b
302.5867108896987,90.64660382221246,b
281.93543233171437,110.39706297401506,b
271.1844590127409,65.08521023567732,b
356.90997926464837,95.6228740902601,b
282.09117132370847,150.31398793918464,b
346.1538917576533,107.2509115972286,b
352.0888387359911,93.14489872537837,b
376.06003840225804,96.21616418135,b
378.2962541771695,154.24243273088473,b
367.6848848845993,152.06899336533843,b
388.64030411314843,179.31231005367403,b
386.8096519856193,172.92212834757703,b
373.4048127841514,186.15721563627835,b
362.77119836767065,229.1947133577679,b
445.39001172653616,209.47275442598516,b
375.3587935442394,198.6424491607542,b
387.07017707811076,236.47684795872806,b
413.73502117757965,216.9626067048461,b
363.34760892708937,234.58506851837524,b
351.4391373110121,281.6893298239767,b
383.28111423199795,224.32496112195844,b
410.2178807937656,253.4397580907007,b
347.99541870400975,267.63748568986273,b
326.08654027080837,246.26588734176067,b
337.36497096966474,217.94198004917706,b
316.1619941227911,260.24738183650595,b
347.83360648711835,296.9803281267699,b
320.78125420240895,255.8987337083651,b
346.4859398528273,259.3487822641198,b
349.1130169701703,307.2549253402211,b
366.51098085485165,277.80510142032296,b
319.00938372066213,278.4883764238288,b
277.4091043771962,263.4850134359632,b
321.6876423934064,237.81069153919765,b
309.2581504123466,270.9131136956953,b
318.25680355042243,248.46431456714873,b
296.2978327301301,192.56814021877932,b
253.8608035958247,217.97459168301123,b
284.5586381051384,249.0371352472797,b
272.5051235691436,195.29783379853393,b
272.0489812376997,251.503066873551,b
239.54338899361576,197.34285399649724,b
227.03285951987496,166.9196273989008,b
268.0672188273724,202.50361064550367,b
232.48768148410448,162.89261806522768,b
214.64724802527513,165.4305131266438,b
212.66184385176788,126.51294491290446,b
213.608878626402,175.5379531458874,b
260.2820427943787,159.53800444549148,b
242.13027937356276,183.00894611054383,b
194.57556067366704,147.73697917498123,b
198.20057859126962,165.83583718598408,b
278.2604891708367,124.38142805756138,b
294.4560954676058,124.53214892530207,b
264.5117513570583,164.43726581116374,b
227.8811602074755,133.4672698086241,b
280.2762758385297,124.49989820604094,b
262.1645870979703,134.30465591764465,b
245.74539415695074,133.54415405259329,b
255.08059677588275,157.6186256069201,b
284.43963832556454,147.20381807535603,b
325.9723925265934,121.6639620410877,b
286.06742291169064,146.9945585846554,b
301.99301168314923,123.17804380161488,b
357.52372586596925,135.94632802943022,b
310.7297840087026,146.56446508830737,b
329.3916710559011,159.6228687706428,b
340.28037719545125,185.7511330783666,b
359.49315019031155,182.26255772522927,b
339.31670616220015,214.55000906096336,b
354.82019679730905,120.93461184831193,b
358.3443091100305,138.5476548767246,b
370.1366175338754,197.19059870402714,b
367.39252652338587,115.61378979884711,b
356.6303543399074,203.6360135833529,b
327.47436150446066,168.4861883404966,b
349.93536947256683,162.4784737485801,b
256.6720574434669,201.84947839238117,b
253.5525067377741,168.6394213849909,b
276.33146154214296,215.65664006398083,b
313.81123895858957,175.86519634511177,b
263.77105800651935,157.79192801833744,b
246.62340224059432,139.10772631457996,b
280.89128139431705,173.99539065547725,b
212.3460814129538,116.69268253137835,b
229.65690172883137,147.38853732356085,b
200.08229543536697,139.2951984547965,b
178.69205765160797,132.15312094148237,b
186.71523324386922,149.2758319867932,b
152.54354849255685,171.6817030700641,b
115.9938158308353,208.59288310822,b
149.61520760497888,210.36418402579136,b
188.8091342404732,148.84698233962723,b
174.54714945456723,127.43174812448177,b
181.82964628227901,148.38165446089835,b
189.8893566697818,135.47429336191715,b
134.5736141755493,164.4813209965845,b
211.3765891645591,143.99750790902402,b
171.30655594354155,171.23182133759445,b
152.27704682384612,218.28018697983237,b
171.69563089454633,211.9696169005822,b
276.5598291050354,234.27371035844294,b
195.50602725756877,201.0288899891416,b
240.8134880951184,213.58217756977177,b
264.4926011166277,209.42061744593002,b
245.29320865007128,255.3060793607054,b
254.83429905175706,253.57688073755492,b
245.7517277848195,233.74286321763935,b
278.238980857768,200.9461838943293,b
325.48735416865856,218.9288386189465,b
260.4000601062089,233.91424896667246,b
272.0441415259396,199.57120521398122,b
246.91001728374812,214.89555624671965,b
282.07198154574286,227.01981105108297,b
332.2701887580037,219.2482176673414,b
289.4032683049134,219.4273854445866,b
305.8963200005851,200.09141390665053,b
343.8410973403719,220.71488127067875,b
301.8941886751055,218.59506193548788,b
292.8124340449055,187.38902012991042,b
323.8441396260112,165.18815016500918,b
270.22422101474604,177.45549354793047,b
315.4788735499908,136.93001417711935,b
279.7238119338183,205.4753239856176,b
340.6013496196309,155.2006479578606,b
300.81605338526924,206.96855640198527,b
307.7010054008647,128.95929650293613,b
314.2008875192408,243.96188611605356,b
284.5783214092447,192.05834517443793,b
347.1153738700547,189.79307718051405,b
291.6432069332352,209.6498679435647,b
273.0369213735678,177.804760861872,b
250.93800699547947,228.21504946356555,b
229.46044001529373,190.79612986707792,b
254.1250060761001,219.4012281693299,b
242.43769026603826,212.63635789362348,b
285.6823692747275,189.8766305271982,b
269.22081269903003,182.45338653760132,b
175.62927477351627,193.86457230968188,b
181.22052961950502,177.08836146744568,b
162.30888998056795,126.90672326086525,b
213.796143626593,182.7656558481831,b
172.58838704298006,136.42880804181323,b
179.391098366494,142.66942591164144,b
157.7138583404285,140.03263452695603,b
181.09562164816424,149.9810891992488,b
189.55977882678283,142.84794053385923,b
164.437397917358,146.99352215844192,b
202.05253360793057,125.91311068608252,b
193.73477919758417,112.27369782429986,b
163.1637991933737,95.05622594191323,b
177.67675885571543,104.14459621445792,b
196.71968047739594,116.79865796003321,b
175.9234416595761,109.00415516855799,b
142.27602748713582,122.72454946574328,b
132.34425220821072,48.18594099691762,b
184.2116086966672,86.07994400416715,b
139.50138203304434,64.99922987970626,b
135.26121458921773,98.58510813421128,b
159.98056409415923,92.25890226558772,b
149.63569800957444,60.45144861419067,b
122.24464879269723,97.59099560310568,b
161.57102248823946,97.03843760353777,b
145.55488041657412,97.8171509338689,b
98.49720096887575,101.63482050001357,b
158.251444485335,58.70487783456173,b
128.5256669146452,21.174720592001506,b
144.39974221628907,21.72730518515897,b
169.86472448979816,69.43641725552521,b
183.72994811150977,53.260808313234406,b
180.50061916722692,80.9104190985496,b
227.17561040021818,78.97925304012483,b
242.16292332846447,71.24984867367209,b
218.31724358582733,66.69899363369666,b
248.14915375547272,50.25136564530345,b
207.95260338167105,38.89354965473302,b
212.8313670618399,46.708022023969136,b
210.03980865506776,96.80214524474536,b
224.50110049781551,33.9722806951325,b
229.101384948431,74.79452323805339,b
242.97323686445557,75.26315819125819,b
217.81556624179314,63.046015211080714,b
223.44913683591096,122.98396847892644,b
226.7566845183293,74.19655718189148,b
230.71084768015706,65.76862375568118,b
236.5076959137919,124.98143798201642,b
315.01484991939503,72.98961736539115,b
327.72415622967935,79.96610800068663,b
342.071061695033,103.96090063360339,b
336.65436046611757,152.25894302760526,b
304.88450100499836,146.57508183207307,b
293.7324879289455,86.89282952360196,b
362.8024344251274,103.59802396283101,b
337.84027005165694,147.86956861266697,b
289.86296998051614,144.74597955393517,b
351.0637626709829,91.74089135270401,b
314.83482042465533,118.54714387782121,b
350.33082758223406,176.19127119901316,b
265.5190856883588,140.17242909088174,b
346.85000406239254,163.50357917567436,b
358.3850296114558,125.53312481409876,b
349.63072750570484,181.63689596242023,b
327.5785152204373,211.47921519054717,b
285.81193770392963,135.96496710701223,b
339.46591750607183,137.35806726553272,b
556.8601893913622,415.671096077971,c
561.4016865637922,395.8056010855513,c
527.4910596126216,388.0560155792134,c
591.9469280454556,387.60055798190024,c
562.5481415315705,387.9579717310875,c
486.6755261158836,365.76668904376356,c
519.2030380195949,354.7539152212409,c
517.7750872118385,372.70251984071933,c
506.29529157969256,376.4549135605428,c
523.3313121038257,338.1920238341512,c
501.65308768222496,323.75464251200833,c
522.147007340622,349.82405043181393,c
527.7182591678437,331.211006356876,c
523.9595724399252,330.5944034502389,c
530.5430647395048,338.7389400383639,c
544.897053586829,299.2138991914295,c
511.1996014605185,245.21852651039717,c
517.233649349941,308.57119810166097,c
513.9170974904983,285.95201322450623,c
489.5272932102932,272.8680643008954,c
530.0748139730255,271.0765816577016,c
508.53644505111765,268.9663111943421,c
491.67681385119147,212.1822829199935,c
502.9923721212138,231.82288884492937,c
511.40451745553895,197.43242154848792,c
496.92446934690133,237.16215499760273,c
507.2936001945651,188.12628734381877,c
506.65142083331875,161.88412171574112,c
453.76485439646115,185.35044438650465,c
494.33351543252957,261.5126933845585,c
478.78581047372205,181.80215566234955,c
475.6823850409953,184.24568324027746,c
475.0257905263941,148.94388893990265,c
444.50587728255573,184.35053093579313,c
468.56263400490707,213.3587409720505,c
465.53940337936666,138.86827166942845,c
490.44122695927956,187.8761633138942,c
444.4618574433875,186.99577122449307,c
417.0030220694172,188.6791399611718,c
442.1588028670959,182.95515242812172,c
415.41535985898463,179.12322410241808,c
462.57704032400864,174.2467324939151,c
457.6810977604707,164.58995458960385,c
410.8277044331861,187.15672153849198,c
412.5067483779252,215.42029087954256,c
448.67408246368996,215.64385160363906,c
398.9794675812514,210.43553103470458,c
465.02906748183744,194.37032825804937,c
472.7958851587184,238.60172062596888,c
420.2609015880444,236.40253586935285,c
412.2702645523427,228.0767670522215,c
479.382366469,202.86147832511875,c
497.0769119226879,285.8412637470825,c
517.3031298211944,243.44138228189195,c
509.1416330925332,259.8681310622543,c
497.94091536557494,275.66551888121876,c
463.7271046891919,247.30734226484083,c
498.2198502180583,262.37044578213613,c
513.8610607018129,264.81192136247125,c
504.8576918961801,322.8725316782485,c
526.300429423695,260.9901989097941,c
515.120429764868,257.12937684065,c
561.2456903901484,270.14888380938396,c
503.44612323772463,277.5886501819965,c
509.0621343283223,322.9187715270532,c
541.7750923815782,338.2877300507098,c
580.1709227511917,264.6232835133722,c
573.3372800617514,313.7992364048721,c
552.7215371659117,295.3127384326384,c
553.7738327211513,319.3896752722968,c
572.0472988804877,300.06222188881793,c
570.324646123892,330.0450392613806,c
551.7206665043232,320.39760920300625,c
571.3015455852488,336.7527070541287,c
616.3740436614211,330.504032075787,c
570.0865595231555,327.67563250729324,c
573.5595489514412,372.5064645567954,c
558.3300593122756,367.6010105187047,c
583.4944402782676,372.98052863694204,c
568.6349779287481,335.9904543234228,c
511.39815531745296,362.87788745943215,c
549.7477626465842,404.46261582776845,c
593.3630339400671,371.8281389297094,c
516.5756074065614,392.6725636188721,c
529.7330500554375,328.61071039143576,c
580.3611413166013,357.71245242422043,c
531.9695699765707,351.8969299026896,c
572.0070654236531,328.3195771464534,c
519.8571888184798,390.87349771760034,c
503.05909632684836,326.08119310467384,c
512.3341577686584,328.3518714092753,c
495.85955335490763,306.1214151691705,c
490.43328456891754,331.5722196294502,c
490.7119585514051,321.56566405549995,c
487.214047857565,272.1731018372925,c
524.6913271287848,317.7107654681072,c
456.60128326139017,268.3957900837864,c
446.12996277728763,262.13678858260744,c
467.3084343747907,241.589734089462,c
411.95947397848454,280.76728516672097,c
441.6240838169891,299.89453333802084,c
436.0113224877982,290.3403025064605,c
437.29754531135995,279.1436889753828,c
461.22745021710296,256.6822733189131,c
458.9856588711794,270.47476076102475,c
382.92328569756177,238.080551124958,c
464.7133536399588,294.95393820462925,c
457.3973654055631,245.45754914462705,c
462.1932347595371,280.778116419933,c
451.84021230677666,228.91538720569395,c
431.16168312825596,299.93777385950136,c
440.26878976781865,286.3764343936879,c
446.19909877842264,296.66480073742935,c
459.2441579356715,265.7884166196104,c
405.5601318739351,297.1449724142032,c
463.81470010325813,317.11645083746544,c
423.47903315498934,286.37086730148326,c
403.57183602034536,319.67958755183605,c
417.39493586865353,354.4459250376709,c
452.7309377038276,323.1081272063118,c
462.8419530790055,351.7335587639652,c
433.57182462751047,358.87040571926684,c
453.27477542621733,330.342024641427,c
485.26130236288697,358.5944983486475,c
443.5280147479898,352.59950006223926,c
508.4388110277087,362.44639575988265,c
467.8997386071446,371.3377832329656,c
510.1749032559989,386.87604662518424,c
448.35799618845954,369.26840267510306,c
512.7874257398498,439.0865679136109,c
491.25738189681533,377.42760729816854,c
499.04459161504997,441.8300920867236,c
503.0623217920843,401.72344445246375,c
506.2418734258245,355.28727926729755,c
536.7435014440764,392.5506311860709,c
532.2977224340162,389.6186192233197,c
538.8710264827963,396.2413784948096,c
535.5682398370728,446.8123548671495,c
535.3029289627444,356.9973181963561,c
549.4947260012962,383.9274331462034,c
557.1725276832303,368.46933844350303,c
586.6763248977996,397.9061319659187,c
608.8417071419902,438.00753506684066,c
563.1676369732942,408.1149544703658,c
601.3983198186976,413.0993366019951,c
595.0290697805325,364.826719491604,c
579.5913920640135,416.85260048034104,c
609.641369477576,376.1295158832082,c
637.7960358604136,369.80514093746353,c
615.8970427816106,347.44190732579517,c
622.7331645015432,335.93776792835956,c
554.6640541376773,294.87847210429544,c
535.1290881042092,352.8501994061522,c
572.3056950050362,313.46654463467735,c
586.0797713133776,328.83222860533715,c
541.1682690562697,362.39382782942545,c
521.2979383271468,316.4571985394629,c
547.9297783926694,350.5809859606282,c
542.5664199471831,311.7110319641057,c
540.3686667171514,321.27329213927106,c
491.99813427128095,308.59803467221553,c
499.99220622919916,290.32916628991774,c
480.9906980687997,318.30801490072804,c
472.5727061327007,303.9644680626342,c
467.59874613596895,323.50926814492954,c
461.0643117037999,360.4788376223566,c
472.16445407232,334.0651135438986,c
471.9199553027668,333.60050501893807,c
442.83422819319446,332.58480211153335,c
475.3035324093227,284.7676852322695,c
464.22392511914103,308.3970861459585,c
463.6635620916258,303.55330340780785,c
441.21301033559035,316.4091566192593,c
