x,y,z
293.59761660743493,469.181216178399,a
360.3300462186109,387.3716442538414,a
315.2020380865383,414.1202087960371,a
353.34698743075614,404.8588205399533,a
322.82369071511374,385.6009477061635,a
320.0774263923452,459.03043041873104,a
331.45942290966707,348.4806637672082,a
341.8485335962285,405.48185041068683,a
312.8050376760626,383.42490143549884,a
358.7827494351244,469.6280158430694,a
356.39531962391504,412.66724208164646,a
286.3532993309727,421.39711778460645,a
306.76505105619873,435.71843628655506,a
340.93308524176814,425.87644749829445,a
335.4529307641778,390.4770018309608,a
277.9623967242918,410.4302816172476,a
391.23153521794444,368.0227585278718,a
382.47913167320826,384.99990250010165,a
360.8300922398193,390.94312222841387,a
388.9751545485464,390.2040733862416,a
425.8591472555611,365.3808823295585,a
383.93426714885913,371.3701233736401,a
428.62193675905706,327.80332601511526,a
434.7486348310217,370.27746604610513,a
426.19737825043944,304.28269075067647,a
422.2546692121326,352.66520150420706,a
403.5179385875597,367.15708516531026,a
422.57304708374204,325.378495100032,a
456.8526790782239,370.6473461458945,a
436.63286641372935,366.231715398486,a
441.1903795082584,374.77423037729136,a
430.4353992011696,375.2011923253757,a
405.1434440968652,395.7202087175797,a
400.37818258048605,429.71484946611463,a
395.86376131301233,454.96176595711563,a
390.662035476997,424.2762278224459,a
391.2858849494745,400.0082542331846,a
374.6456793185196,403.5113817059814,a
350.2756441703995,430.2499586016035,a
330.1405159495698,423.44404018516457,a
372.5679715547585,431.3084799343784,a
429.34330885564896,422.8144613463589,a
366.44561994733004,364.444424644405,a
345.670015072214,342.5373636453751,a
376.2610595101208,324.0349277549435,a
382.8755113386264,269.0533388404348,a
326.6464148991892,311.1666946533766,a
371.81616236255167,330.6095814674669,a
417.5267858756147,257.18851710573,a
436.32142969227453,259.3371442560256,a
412.48438426492686,302.64631230041675,a
414.013731984748,355.75629099711193,a
447.1775381143821,364.944742471862,a
420.1348630550427,364.6145983360317,a
432.4253529819421,417.7065712915196,a
410.187690190332,379.32115581919516,a
391.3119300785793,405.7551132642294,a
425.5499286579535,437.77158819662475,a
381.47843594475495,395.9113293777166,a
421.6953280367433,464.937362870349,a
382.63192413016327,359.0252481119936,a
428.00447856436176,401.6752826728962,a
390.8198318372066,402.0962149344095,a
398.12770264260564,327.5015162883522,a
426.04026135450454,370.4841418056594,a
416.9847139896533,345.74683741974934,a
436.72365768374186,340.93355322887726,a
381.8876203686859,309.4142803281336,a
414.8648150207091,352.91756780803763,a
446.28563226953264,335.7880384678528,a
406.0668105070678,391.69988631961644,a
354.6970484282783,342.3984129999179,a
443.7084710741743,362.6472526739268,a
436.9525403602586,401.42541794142124,a
453.4576014880056,380.199132717829,a
421.37760717335476,392.9216296557656,a
423.3866900193672,418.76604358999595,a
468.1359142800029,323.73926131800425,a
397.6223034463082,331.03777142968204,a
441.28073089924135,306.86709688443625,a
476.3068102543434,375.9942015328902,a
467.57481357823485,340.4354880059857,a
438.7302215665297,318.074620868528,a
427.7556392609731,381.4375185658907,a
457.29780780076834,390.90691970387826,a
442.4429381480085,360.3737568769446,a
491.97424906404666,387.71230852424077,a
449.3018405331633,396.20831779382445,a
476.06905605391114,352.7379106198623,a
433.14328890384115,384.02084797794316,a
489.0474786826777,350.25842910245524,a
488.2383723293213,330.0531259895163,a
480.4931190070625,299.44567492364047,a
473.67408385091136,314.58427494431237,a
482.25362086936883,365.02667642430004,a
462.059662232262,345.855716878498,a
487.8869556470029,345.7852528851271,a
451.6074173360122,325.7391240764948,a
409.52624272983155,341.9698677166076,a
415.54376589629453,403.41107207044826,a
400.13465261627437,358.6045990075463,a
393.2591818660951,360.8129969610957,a
407.1183442270354,370.76108727363544,a
344.4464779355432,376.7300700915057,a
414.8320408355161,339.2794799861044,a
415.3623496744194,364.21652361066987,a
375.2748694037092,367.15904278833295,a
347.24947627896773,418.2065959020689,a
329.0645239568252,418.96803093425785,a
398.13336764176603,435.98356465520936,a
382.2309978572272,404.1816887775708,a
387.66362463257235,420.12996399815756,a
384.04458451484595,377.03779114325215,a
388.46069893281566,420.7059169375829,a
426.70435852462094,389.7234890717403,a
435.4981946442332,424.3295377577436,a
389.35764198272074,434.6089687622407,a
486.8943496869882,375.5229077645124,a
461.2967971105767,380.6135594450676,a
400.0389187189324,369.69631620710004,a
470.3941820714443,398.15993989011594,a
449.40047651131397,377.48863234535594,a
415.70186603923355,358.4843451549465,a
440.96707686861384,349.8155521278162,a
482.2685557917412,376.7554946390156,a
462.5225420012822,354.1640748880026,a
443.63726770941355,367.6383788820611,a
519.1687574534734,391.71719977882117,a
485.8191943599892,378.0275983715745,a
446.48274183768257,355.71206845416197,a
474.407630782909,341.9360490218123,a
448.775527631446,316.72434468390065,a
425.9530122373488,370.3862365495353,a
436.1390168936619,331.4052981285828,a
417.8608383583009,332.17722940228384,a
426.8258265298536,352.20492551736334,a
428.355453833467,314.55379592881627,a
378.5500757025178,332.9636531243357,a
386.83369040664957,366.663122258118,a
388.56270559019976,304.2963918393666,a
404.7818170603659,329.980133650546,a
395.5662340433768,338.1792542087604,a
356.405309505006,309.08760736763656,a
374.67058561706693,392.50459742095074,a
343.1542356580708,337.2276847384056,a
376.45539182218374,387.91155026300527,a
323.6936720552264,311.6072569409555,a
352.54112103427104,374.51856717085593,a
379.57524489330126,323.0114397872395,a
365.78655027462463,381.27588019909757,a
336.3851244331921,351.8148703708405,a
411.23255802206114,408.6467833103003,a
363.940636570956,372.5469748573124,a
378.6162179174159,399.7552671161069,a
380.7685345330364,394.16730357178824,a
325.4221502900549,373.3177736943837,a
315.0556924945755,379.9043704869126,a
339.1138499536498,422.5881395667849,a
340.54045397751366,377.28434304167763,a
402.2014823483491,424.8391787586033,a
345.8119648708212,395.22034539860056,a
370.7386337999835,334.3449502380655,a
359.0549456020923,390.8924052247475,a
395.52247622942684,328.56807310162384,a
381.59452165390627,326.57384041362536,a
392.4335145017488,343.3659016233137,a
365.9149416577876,318.42515144704544,a
368.81503904568746,366.569290211289,a
411.8365011264028,291.8401044909232,a
406.99144077385307,298.2389784991651,a
405.307753709198,283.26444311227874,a
384.19970371244773,254.6850533041586,a
434.5398435729856,316.41565423239126,a
473.17312894182027,273.5734691515444,a
453.20441821291024,303.234453860029,a
484.4156697410016,275.9847079567429,a
426.5011139789798,311.31471027974226,a
443.17852835310157,314.8082686675038,a
490.91128410781477,309.6410345791146,a
454.9756226223563,300.9728934624598,a
420.892348178363,321.8377688804179,a
484.75838549847936,359.63393432976477,a
491.1999955576702,355.3460067830583,a
429.996467306812,331.7192166456317,a
495.00833396885366,393.31797824065404,a
459.3303393276699,357.48982300377884,a
441.66559019948977,349.7179043330276,a
436.4448024903697,337.7746738065107,a
465.5771622977911,305.1856990506617,a
476.4101484230694,340.93752220239037,a
471.6305528542073,343.28419068888,a
490.216737414862,339.2981889004037,a
438.3520321209426,370.1699363161067,a
457.61947776660776,404.03631620499107,a
493.79060156267485,432.1426423971996,a
440.780650379958,357.8920135575023,a
430.1443929548926,441.70732109769926,a
479.2006881977171,439.3950182707244,a
457.9369358769083,375.48995843749594,a
435.46379308261476,405.91234296025425,a
497.5750485158218,447.8123148377051,a
501.0994933932273,404.9102284257016,a
422.8898693626861,400.7698749900431,a
406.126740445777,403.2688885101352,a
447.5478677418719,435.0898519455719,a
478.0002077268018,409.95696777835207,a
428.2778657852142,435.06224370172094,a
113.65131202479115,202.16590561911693,b
133.81379821926166,230.81554257262445,b
124.46371607586146,225.89052764603946,b
111.44798696042415,203.31260303367122,b
126.6286310544556,190.71918272319954,b
140.64849261762234,265.05628620881373,b
127.19552205511972,228.34190113156944,b
130.5229389858559,239.94562627228663,b
168.33319073827636,217.9694798895727,b
101.95126852709762,282.4839601928075,b
119.21897965938633,277.1665240069135,b
126.63927493837342,276.8955066070097,b
60.40597276729724,270.0917152327348,b
177.62562661975986,274.42257674697714,b
137.3521450856271,281.85101743778233,b
204.03206757055628,298.69250075627707,b
171.34828342950695,300.16508096365635,b
194.05144203240786,285.63899178473986,b
156.8157752827546,285.1074175158893,b
223.9003798992929,300.10588863529296,b
183.6692930893029,271.0387447101713,b
182.7144409828719,286.5743447494358,b
206.28597929763222,327.4080685935661,b
245.52038671436082,293.3063119827359,b
196.45940477342583,307.22111763188,b
241.47985065232737,326.4077146443439,b
229.92964125522488,285.97802387239267,b
265.7378016238125,306.8771180212109,b
238.78167923494377,265.2635578718223,b
228.99930466627222,256.80659983116595,b
287.3700959550616,258.67094471591656,b
267.7942744702309,220.63861419051858,b
244.61338458817443,205.4425634422173,b
259.8362337541532,228.28466761118347,b
345.6735487403379,233.83506937756823,b
295.16462943666585,237.56288407313224,b
263.1084735074615,213.8913217145843,b
276.6405343552469,192.67207540263325,b
323.59237850154807,196.34563139893788,b
308.6628050463489,192.5779902921388,b
315.42166805720217,204.13570420451606,b
340.50746501793947,157.39897178438298,b
337.194611360425,172.12286822421208,b
275.9727105306356,167.2600795071964,b
297.17289857680026,171.1723595595965,b
287.41252061696594,159.92655367447804,b
285.22859526863664,228.02965563748177,b
302.6185345439981,211.2219804070694,b
332.90976990150705,169.53928511998652,b
290.90048426421635,121.67499856484358,b
292.93595582797076,145.4526358210561,b
276.04277961173756,157.32268012269174,b
239.0279795539844,98.91105832844721,b
241.03171710351413,138.5067227461161,b
263.4339846658473,164.37025893388306,b
221.32637577381473,151.43301831424662,b
252.62385012072988,118.7684757038104,b
265.28339551255215,138.62288500451422,b
206.2230917094767,157.08638999840753,b
212.29511508558082,92.29744182706634,b
204.9350850812632,181.28103057323347,b
199.16993396294515,149.5456903903049,b
187.66990149090674,128.91302833536514,b
204.4005141838974,142.48847617864902,b
167.19618402778318,118.05425323167714,b
132.2062098526207,136.09947353270047,b
137.16060918280638,89.88742105054507,b
109.1245998587058,105.70700214246261,b
181.1345655209106,121.28976040000208,b
94.45486054033717,127.63235237280793,b
130.34926878644836,105.20446319277681,b
124.56240726689708,132.55790637508733,b
152.38712386641973,109.26149047868171,b
124.60311621935958,122.0718220265162,b
97.49556594555486,92.02422973978258,b
116.8550226373367,134.1544919238828,b
108.5942680911861,155.5581503898103,b
126.07133614215579,189.91081306303983,b
133.40492799561508,179.98799710322902,b
57.31650449693613,152.8060724177942,b
114.19891712724619,190.64049360490498,b
131.09470119872518,185.03260742210614,b
55.386174615122826,193.38110431550928,b
69.90814979346037,210.6010774682593,b
90.25208408298597,186.2241831080271,b
52.65903691470239,172.7885077704177,b
77.6346227260508,205.23806975635745,b
90.0621409170647,182.16804546179924,b
19.12947392879353,219.58196335256918,b
82.42885011201122,214.9014452155949,b
65.44171668022973,211.1486767037331,b
101.44366802685882,275.3265205270484,b
54.51293885184424,291.3436659831518,b
101.12663403925531,255.2866549011848,b
70.39868005602865,246.5400215824671,b
96.36221706785119,265.17570092397773,b
139.83615279233044,281.98591485356945,b
153.45525048064465,246.48650726890074,b
134.41429821080578,298.1827082533792,b
102.53979044048131,315.51141280765074,b
135.73749354610948,301.1133946747742,b
147.23801554696573,230.2932610787973,b
128.87938635840706,274.6897634775463,b
152.71312066284966,269.41392552524576,b
175.2199531555194,298.64830234555546,b
119.31836880183405,311.7433971189291,b
190.914783650704,247.4045505783478,b
191.53853414502709,280.6652760241077,b
147.16127128800193,270.29696693673645,b
167.80973223946418,308.36936694442454,b
193.19372135219206,292.4079929821147,b
179.68199508591644,260.6933726303197,b
194.63092581669372,220.6128567009328,b
273.4021979115616,217.14444179782276,b
164.7429908764467,247.2776710300104,b
186.96999078199244,248.20205592642748,b
220.10391077164095,169.9844056100967,b
246.53506796263414,208.2004711069839,b
179.10351004180737,238.45133983620718,b
220.72344911455602,210.74246249390166,b
235.09947775118744,204.2273697068527,b
175.2256927489432,207.96100860124,b
191.3655797307243,233.8479136528856,b
142.39840023559177,230.874535027584,b
147.61186169582737,175.40614751531604,b
190.0618716526585,207.08459964080203,b
137.8641260053384,165.88739032162613,b
148.84663264916992,141.7317183756516,b
113.1166747437249,193.37603848072632,b
158.83617652197142,184.65768789315314,b
103.58709390883398,213.9671951057323,b
129.49189978983782,226.77366731041093,b
150.04575820321142,238.12422137048753,b
134.41524172885073,260.4759820269714,b
153.53758303049244,236.39128383360253,b
97.59669585955871,232.20861929202374,b
101.83449220113118,233.1772010184609,b
179.27300827622136,267.3428403973213,b
148.435609887721,233.05349423755916,b
156.4476873230165,212.9956017175125,b
201.67002619793675,256.08148515490234,b
180.89071175270567,221.01262475588425,b
215.57990962927988,245.25240504053585,b
255.54190972425462,215.5042646984631,b
258.1575096866164,249.14576207310847,b
227.0626608361615,230.54515413917704,b
240.62213808795858,221.2912532657549,b
231.743252657796,248.40175517907585,b
238.90234343197397,231.74269828155093,b
176.86801617531125,166.89727064595053,b
273.68124396250266,215.8405975599668,b
227.85621724639083,180.01009433694475,b
282.3052562775558,195.23868338523982,b
253.19211912054274,184.6143088285093,b
235.81822034191342,209.05662645980993,b
254.27400181320024,187.48351774128565,b
234.6596300639877,169.82100438056221,b
210.81789821304173,147.11813850732108,b
224.7319411694901,170.2980571036287,b
211.10600283690448,239.48976839832886,b
169.7485315837402,186.9572593870961,b
181.75516673767868,212.31577592026957,b
168.65243638133958,214.42768407341026,b
149.35593744868888,187.44687594335227,b
153.33283608869183,242.55799413909295,b
159.17246142070363,252.9279675988003,b
135.43229778328757,195.40346637951927,b
124.11552546997987,167.07219460703567,b
159.7247006297725,250.80999443177853,b
194.3143506530705,230.0489562915028,b
177.37007159876185,264.76155252320694,b
193.2349195536978,229.42813069571446,b
109.44826333811261,219.73910297999282,b
193.95414610008348,296.44980052243454,b
133.80342816492472,253.30477958240732,b
194.51175340289436,278.9978712486434,b
191.56283631640764,241.42111158854863,b
180.1591813304708,292.4647045815321,b
188.3786188222004,247.25670610165966,b
205.4419149181256,285.6210774398398,b
177.5586555500003,257.24296720554014,b
207.6249094524575,272.7320672482116,b
219.3674601103616,282.0893344215306,b
219.03206523792488,284.6828792023855,b
227.3138976763355,285.5231031622477,b
231.50531147716373,273.27505564543713,b
207.94218371640653,264.92455073203985,b
252.88260819624293,297.9839118491632,b
216.2757583105638,305.6587195225028,b
271.7770843785875,315.1540725944154,b
220.14531165214908,243.1918934046446,b
209.77959381941096,278.0922165190684,b
252.54181149042952,292.3979544649907,b
214.32921106037048,214.33274753468646,b
191.83650653217538,237.09214286423526,b
276.54275164780057,257.09037282695283,b
210.42955985477747,247.87005686154697,b
209.988104134756,175.80333811736278,b
277.81313445851214,155.01214200157733,b
220.18942498828852,227.78249117778006,b
196.89077709461174,171.36317272011843,b
260.1525561849491,212.39215002212342,b
204.3345180504511,137.8056526848723,b
178.15179053818315,166.79054541508856,b
168.06404046635834,147.70492055799457,b
207.7031015441158,204.11153865083816,b
161.73659650172885,122.54914249883257,b
135.55419329291726,155.86339847213458,b
147.75967543239156,184.56580779895904,b
193.03816771233664,146.76807866822668,b
163.36064786061564,185.61152849617474,b
123.4027424103276,190.91483060668975,b
161.0961413527103,122.38668179691808,b
144.48501283919666,174.69232193430872,b
139.24477116571913,138.91408413527904,b
130.2128838060728,178.98673679367005,b
146.26654478335874,195.26227166566645,b
135.79801165651838,136.83475750281065,b
153.8313722446596,213.90306309326053,b
177.68843874522207,190.62027236387718,b
109.46056380500072,215.68453177626975,b
141.6149071557662,137.2215490542868,b
88.87252359188565,206.12245746606766,b
84.64740787869019,193.14685749706553,b
137.1702467559178,184.12898342252038,b
137.04340533785242,215.10014705652765,b
64.43201956053488,189.67586948127217,b
101.97263027130894,231.12107236952778,b
95.82056361420494,233.75936381609762,b
124.04325036440602,258.08075188084047,b
85.7067095526866,255.8705366833046,b
106.80136445961719,205.8350176950562,b
45.183471323347185,274.3541559620399,b
115.35499680986247,256.05454860304496,b
113.25153516043883,281.3884210578443,b
67.45244599311181,258.0990893540277,b
137.32933140744396,268.974655541713,b
109.93203304832126,265.9099453244553,b
69.89069690996506,282.1238948052583,b
166.5707822629229,294.33022018282895,b
125.07437299496331,226.43133744307949,b
144.35745854734384,237.18395865545892,b
114.64357363962563,282.9978358514427,b
149.30454994844553,265.57675068903717,b
128.22926676894144,270.95033770827257,b
212.64977625971,215.02953500261924,b
189.0548718789618,312.5126155558181,b
163.0324932376725,257.5083995463827,b
198.57721869849678,263.02783305272214,b
201.24755553401627,245.9908506348335,b
193.4315573350229,213.1386895356951,b
175.31070910048564,232.9392351776129,b
221.5187905307946,292.5988696511215,b
174.66927812510642,233.64783775362264,b
163.62913652647555,251.7572096822701,b
222.60287692765527,182.8240350899162,b
257.04594459402244,196.8756992639909,b
203.66439373872,195.6430303122736,b
210.65305931356323,190.72095059972656,b
187.19885243668466,236.51085101422086,b
197.60756809479744,204.8757988846744,b
263.5148554897253,230.9911296884153,b
170.79655882450822,215.83916877579657,b
160.8069027345945,160.73260693610257,b
132.88275885790827,214.0223818911884,b
193.69366747576595,182.2573514680601,b
107.85464214044487,200.58108096139995,b
135.23333702047591,177.15269728207375,b
157.4884284030543,144.41739095943694,b
143.3403687171496,170.5679762009721,b
108.32711282994339,180.22366435630175,b
76.52008775613115,136.11712176300006,b
122.37252596980869,160.54754345815928,b
132.08163898696964,139.0890238004822,b
130.49399482001954,177.3602928980257,b
142.14018961047515,152.02127170090864,b
177.673881967393,169.27729320851273,b
174.87231259836207,143.02899358542476,b
217.82336388949963,186.5595909240064,b
186.26336800609343,190.7011749330797,b
208.89604738064838,190.06275254438418,b
200.40777077896564,162.52145015761857,b
196.8338200022422,185.78056141846122,b
250.0290598436322,194.06284842120687,b
242.19162833711619,241.6204171232589,b
226.39396301748215,170.693626402162,b
228.53631243539593,191.45391559370836,b
283.82517781781155,196.68817531903375,b
256.40661326852955,192.9119428276249,b
299.70812969143145,237.7153679072399,b
297.1714062892128,216.2362543109498,b
241.78914985912564,166.1082702277272,b
256.50965330581744,159.90043376151795,b
286.9768611438715,203.0113258255372,b
281.69518151632974,176.92469205035837,b
262.2485809427647,202.13218299709678,b
270.7833705657956,138.28417776769982,b
308.2451815013209,146.60172264382862,b
295.6715026213737,185.26238301247884,b
324.53031695227025,180.05644109731594,b
299.8129003898625,447.55879217040433,a
351.2904983461773,415.42960598185067,a
376.93005631685423,381.01187374590836,a
333.260447046637,396.5058159412014,a
383.67874558644985,433.88942741712003,a
320.0521046355477,420.4269790692517,a
347.3551760403395,389.79008013856503,a
323.3442541338547,379.4189284424942,a
302.9562916504783,350.66301506371934,a
343.30036221180063,383.7580436330163,a
321.2892964317339,362.44982368312355,a
284.9781464167972,400.84979897856147,a
339.9560399498599,388.4184094140221,a
336.29793541663497,372.2601932760766,a
353.17983049464846,348.2062754985377,a
315.2275200213429,336.7700887717383,a
318.8312824955099,375.53122888369023,a
288.1127566726994,373.0072217993859,a
335.660548203395,292.1031355328763,a
321.69862159976753,289.03040643336135,a
310.0512634436784,283.06955996759297,a
334.63578724609226,273.38274004432935,a
316.230295703692,300.31880277060446,a
301.31902368055813,303.4648417361914,a
318.9540599159468,269.42367593315964,a
292.5459039958752,281.52338966601644,a
264.166584132208,232.39556587444014,a
333.4014176014422,286.48202940871204,a
344.83551464189435,226.17102746881687,a
270.2612570802382,271.9888870669587,a
342.3313633975076,284.04642143451906,a
407.10069751774313,209.57334617500896,a
390.20258815122486,250.54257709345313,a
383.90033792252655,213.37369024790627,a
367.06657753588064,272.02874588551583,a
418.7716824889983,236.73581193170577,a
398.3708137649418,266.5623062317219,a
372.91491741716214,270.5247383505267,a
399.94530875069984,253.29158216270264,a
377.81929234546965,307.956718531517,a
424.44383797425627,206.06013954450657,a
431.6855994499682,208.96369957849237,a
375.5878408917905,268.6907921244687,a
382.3929545074964,301.93836680895276,a
424.7302842896622,257.16130221949925,a
409.34741019007794,287.6008574044605,a
364.4648062339593,278.95065325878454,a
397.52319758468957,312.82963417115377,a
327.32780364433984,312.35640220233023,a
330.75652819265605,288.91586524612035,a
360.365705211265,314.62410230619275,a
292.0445903734494,350.9397971854813,a
290.57677840253416,308.0421679742059,a
301.9558779814563,336.27744578156495,a
284.72906898990834,304.6171731503804,a
320.5214129986307,271.1907373722049,a
272.2002841765367,296.66947755351924,a
281.9368456106318,307.2335185516099,a
271.29223184274446,313.1545490385397,a
286.1628502713793,284.9913868618614,a
270.72424335161287,314.00366905390115,a
269.8379538743117,277.9440808608882,a
298.952386944396,345.2566620417343,a
273.88611763771,281.114795237551,a
274.25516993224824,350.983557804853,a
301.7469934344598,297.4895057278415,a
259.3916304149044,315.39740279189175,a
286.0633644820229,346.5598825397999,a
297.00651166224884,359.4316813520255,a
303.6911139944409,365.0461828982251,a
286.39491622968194,361.1483012269895,a
265.2401120208572,362.49449298928715,a
286.5276148585966,362.0143198242912,a
285.7027494150032,342.54889365168174,a
260.6101422035602,361.50408214731857,a
314.7981766837238,348.12272973432994,a
290.655909650636,423.0042808235605,a
259.28196754084695,404.6589309712408,a
275.62458586073615,404.5262061589147,a
346.1074921665746,366.5164500277144,a
281.22930878766346,370.3967169366166,a
317.98777296571234,406.580866817897,a
